Accession,Year,historical_cluster,kmeans_cluster
AJK01598,2010,Other,5
AFG72140,1989,BE89,1
AJK01967,2009,Other,5
AJB43506,2007,Other,13
AJK03425,2008,Other,13
AJK02131,2010,Other,5
AGU69919,2007,Other,13
AGU69922,2007,Other,13
AGN49507,2009,Other,5
AGN49436,2009,Other,5
AGN49437,2009,Other,5
AGN49435,2009,Other,5
AGN49510,2009,Other,5
AFP99404,2009,Other,5
AIG44712,2009,Other,5
AIG44716,2009,Other,5
AIG44717,2009,Other,5
AIG44718,2009,Other,5
AIG44722,2010,Other,5
AFP99409,2010,Other,5
AIG44738,2010,Other,5
AIG44741,2010,Other,5
AIG44746,2010,Other,5
AFP99411,2010,Other,5
AGN49514,2011,Other,9
AGN49442,2011,Other,9
AGN49444,2011,Other,9
AGN49527,2011,Other,9
AGN49532,2011,Other,9
AGN49537,2011,Other,9
AIG44783,2012,Other,9
AIG44784,2012,Other,9
QEP09451,2012,Other,9
QEP99681,2012,Other,9
QEP49656,2012,Other,9
AFN19351,2011,Other,9
AFN19363,2011,Other,9
QER77265,2013,Other,0
QER56944,2013,Other,0
QEJ65861,2013,Other,0
AFN19367,2011,Other,9
AFN19377,2011,Other,9
AFN19385,2011,Other,9
AFN19409,2011,Other,9
AFN19415,2011,Other,9
AFN19431,2011,Other,9
AFN19433,2011,Other,9
AFN19439,2011,Other,9
AFN19441,2011,Other,9
AFN19445,2011,Other,9
AFN19449,2011,Other,9
AFN19451,2011,Other,9
AFN19465,2011,Other,9
AFN19473,2011,Other,9
AER08670,2010,Other,5
AFN19493,2011,Other,9
AER08680,2010,Other,5
AER08682,2010,Other,5
AFN19495,2011,Other,9
AER08686,2010,Other,5
AER08690,2010,Other,5
AER08658,2009,Other,5
AFP99553,2009,Other,5
AGN49470,2010,Other,5
AIG44724,2010,Other,5
AGN49473,2010,Other,5
AGN49477,2010,Other,5
AIG44744,2010,Other,5
AGN49495,2011,Other,9
AIG44764,2011,Other,9
AIG44769,2011,Other,9
AGN49503,2011,Other,9
AGN49505,2011,Other,9
AIG44775,2011,Other,9
AIG44785,2012,Other,9
AIG44789,2012,Other,9
AIG44800,2012,Other,9
AIG44801,2012,Other,9
AIG44804,2013,Other,0
AIG44805,2013,Other,0
AIG44810,2013,Other,0
AIG44811,2013,Other,0
AIG44814,2013,Other,0
AIG44816,2013,Other,0
AMB72394,2013,Other,0
AFN19527,2011,Other,9
AFN19545,2011,Other,9
AFN19551,2011,Other,9
AFN19563,2011,Other,9
AFN19571,2011,Other,9
AFN19575,2011,Other,9
AER08660,2009,Other,5
AEG65219,2003,FU02,2
AEG65692,2003,FU02,2
AKQ09956,2014,Other,0
ATY41152,2017,Other,8
AIG44701,2009,Other,5
AIG44735,2010,Other,5
AIG44740,2010,Other,5
AIG44743,2010,Other,5
AIG44753,2010,Other,5
AIG44765,2011,Other,9
AIG44766,2011,Other,9
AIG44767,2011,Other,9
AIG44779,2012,Other,9
QEJ82042,2012,Other,9
AFN19587,2011,Other,9
QES95382,2013,Other,0
QES69394,2015,Other,6
AFU09106,2009,Other,5
AFN19591,2011,Other,9
AFN19611,2011,Other,9
AFN19619,2011,Other,9
AFN19631,2011,Other,9
AFN19633,2011,Other,9
AFN19647,2011,Other,9
AFN19649,2011,Other,9
AFN19655,2011,Other,9
AFN19669,2011,Other,9
AFN19671,2011,Other,9
AFN19682,2011,Other,9
AFN19684,2011,Other,9
AFN19686,2011,Other,9
AFN19688,2011,Other,9
AFN19690,2011,Other,9
AFN19700,2011,Other,9
AFN19702,2011,Other,9
AFM72186,1996,WU95,7
QGM79143,2017,Other,8
QGM78630,2017,Other,8
AJK02804,2010,Other,5
ATV85276,2015,Other,6
ATV86152,2015,Other,6
ATV84700,2014,Other,0
ATV86104,2015,Other,6
QFQ17286,2018,Other,8
ATV84748,2014,Other,0
ATV86337,2015,Other,6
QFQ17298,2018,Other,8
ATV89575,2016,Other,6
ATV86817,2015,Other,6
ATV87141,2015,Other,6
ATV87189,2015,Other,6
QFQ17370,2018,Other,8
ATV85000,2014,Other,0
ATV89479,2016,Other,6
ATV89599,2016,Other,6
ATV83505,2012,Other,9
ATV89491,2016,Other,6
ATV83517,2012,Other,9
QFQ17442,2018,Other,8
ATV89611,2016,Other,6
ATV89527,2016,Other,6
QFQ17466,2018,Other,8
ATV89503,2016,Other,6
ATV87561,2015,Other,6
ATV85384,2015,Other,6
QFQ17478,2018,Other,8
QFQ17490,2018,Other,8
ATV89670,2016,Other,6
QFQ17526,2018,Other,8
ATV87357,2015,Other,6
ATV87369,2015,Other,6
ATV83861,2012,Other,9
QFQ17622,2018,Other,8
ATV89957,2016,Other,6
ATV87813,2015,Other,6
ATV89969,2016,Other,6
QFQ17634,2017,Other,8
QFQ17646,2018,Other,8
QFQ17658,2018,Other,8
ATV89993,2016,Other,6
AFG72570,1994,BE92,7
QFQ17706,2018,Other,8
QFQ17718,2018,Other,8
ATV90209,2016,Other,6
QFQ17766,2018,Other,8
ATV87981,2015,Other,6
ATV90221,2016,Other,6
ATV88041,2015,Other,6
ATV88005,2015,Other,6
QFQ17814,2017,Other,8
ATV88161,2015,Other,6
ATV90233,2016,Other,6
QFQ17874,2018,Other,8
ABJ09371,2005,Other,10
QFQ17898,2018,Other,8
QFQ17958,2018,Other,8
QFQ17982,2017,Other,8
QFQ17994,2017,Other,8
ABL67176,2000,SY97,12
ATV84076,2013,Other,0
QFQ18018,2018,Other,8
ATV85420,2015,Other,6
QFQ18102,2017,Other,8
ABK40017,2005,Other,10
QFQ18138,2018,Other,8
QFQ18174,2017,Other,8
QFQ18186,2017,Other,8
QFQ18198,2017,Other,8
AFG99965,1992,BE92,7
ABJ16631,2005,Other,10
QFQ18246,2017,Other,8
QFQ18258,2017,Other,8
ATV88471,2016,Other,6
QFQ18366,2017,Other,8
ATV88305,2016,Other,6
QFQ18390,2018,Other,8
ATV88459,2016,Other,6
ATV85552,2015,Other,6
ATV85576,2015,Other,6
ATV88567,2016,Other,6
ATV88531,2016,Other,6
ATV83373,2012,Other,9
ATV88543,2016,Other,6
ATV84676,2014,Other,0
ATV88555,2016,Other,6
AJK00806,2010,Other,5
ABQ01344,2000,SY97,12
ATV85660,2015,Other,6
QFQ18450,2018,Other,8
QFQ18462,2018,Other,8
ATV88591,2016,Other,6
ATV85768,2015,Other,6
ABP49404,2005,Other,10
QFQ18474,2018,Other,8
ATV83409,2012,Other,9
ATV85744,2015,Other,6
ABJ16697,2000,SY97,12
ATV85792,2015,Other,6
ATV85804,2015,Other,6
ATV85888,2015,Other,6
QFQ18534,2018,Other,8
ABJ16741,2000,SY97,12
ATV83445,2012,Other,9
ABJ16752,2000,SY97,12
ABJ16763,2000,SY97,12
ATV85936,2015,Other,6
QFQ18582,2018,Other,8
ABJ16774,2000,SY97,12
ABJ16785,2000,SY97,12
QFQ18594,2018,Other,8
ATV84280,2013,Other,0
ATV86296,2015,Other,6
QFQ18606,2018,Other,8
QFQ18654,2018,Other,8
QFQ18666,2018,Other,8
QFQ18701,2018,Other,8
ATV89383,2016,Other,6
ATV84832,2014,Other,0
QFQ18725,2018,Other,8
ABC68049,2002,FU02,2
AGL06915,2012,Other,9
AIE10223,2014,Other,0
QIQ47103,2020,Other,3
AGK74774,2011,Other,9
AOT90155,2016,Other,6
ARO41732,2017,Other,8
ACV72375,2009,Other,5
QHI03628,2019,Other,3
AOZ84979,2016,Other,6
ATW68990,2017,Other,8
AOT89387,2016,Other,6
AGZ61623,2012,Other,9
AHV83956,2014,Other,0
ALE32092,2015,Other,6
ALN39706,2015,Other,6
ATD11018,2017,Other,8
ATD11182,2017,Other,8
ATD11322,2017,Other,8
ATD11325,2017,Other,8
ATD11327,2017,Other,8
QBS19643,2019,Other,3
QBZ80140,2019,Other,3
QCP67528,2019,Other,3
QCT09310,2019,Other,3
QDC19564,2019,Other,3
QDC20922,2019,Other,3
QCO72877,2019,Other,3
AEG64878,1999,SY97,12
AEG64999,2005,Other,10
AEG65098,2006,Other,13
AHD25214,2012,Other,9
AHB73562,2013,Other,0
AHB73558,2013,Other,0
AGO51384,2012,Other,9
ASB31380,2016,Other,6
ABW23364,2007,Other,13
AGK74021,2010,Other,5
AIE09473,2014,Other,0
AQS20346,2017,Other,8
AQS20245,2017,Other,8
AXA19300,2018,Other,8
AGZ60561,2012,Other,9
AXA19312,2018,Other,8
AGZ60706,2012,Other,9
ARH17252,2017,Other,8
ALH34599,2015,Other,6
AGZ61053,2012,Other,9
ANN02625,2016,Other,6
QCW15904,2019,Other,3
ALH33489,2015,Other,6
ALH25592,2015,Other,6
AOT90718,2016,Other,6
ASK83818,2017,Other,8
QDQ45755,2019,Other,3
AXB53726,2018,Other,8
ALH35606,2015,Other,6
AXB53743,2018,Other,8
QDQ45762,2019,Other,3
APB90474,2015,Other,6
QEN96597,2019,Other,3
AGL09808,2013,Other,0
AGL09810,2013,Other,0
AQS20416,2016,Other,6
AXB53797,2018,Other,8
ALH36430,2015,Other,6
AUH31264,2017,Other,8
AQS20370,2016,Other,6
ANE25701,2015,Other,6
ALE31728,2014,Other,0
ALE31859,2015,Other,6
ALE32094,2015,Other,6
ALE32098,2015,Other,6
ALN39748,2015,Other,6
ATD11184,2017,Other,8
QAB03242,2018,Other,8
QDC19565,2019,Other,3
ADL39412,2009,Other,5
ALA08483,2014,Other,0
ALN39714,2015,Other,6
ASE04477,2016,Other,6
ASE04480,2016,Other,6
ATD10954,2016,Other,6
ATD10955,2017,Other,8
ATD11020,2017,Other,8
ATD11083,2017,Other,8
AXX75405,2018,Other,8
AZY87064,2017,Other,8
QBX91264,2019,Other,3
QBX92525,2019,Other,3
QCP67610,2019,Other,3
QCP67634,2019,Other,3
QDC19566,2019,Other,3
QDC20934,2019,Other,3
QDC27410,2019,Other,3
QDD57087,2019,Other,3
AEK28807,2009,Other,5
QCO71839,2018,Other,8
QAB03254,2018,Other,8
QCP67753,2019,Other,3
QCQ19714,2019,Other,3
QDC19567,2019,Other,3
AJK02579,2008,Other,13
AJK00854,2010,Other,5
AJK02794,2010,Other,5
AJK01734,2009,Other,5
AJK00505,2010,Other,5
AFG99215,1985,BK79,1
AFG99292,1988,SI87,1
AFH00010,1992,BE92,7
AJK01350,2010,Other,5
AFG72647,1995,WU95,7
AFG99987,1992,BE92,7
AFG99468,1990,BE89,1
AJK02373,2010,Other,5
AJK03218,2010,Other,5
AJK02258,2009,Other,5
AAK53066,1998,SY97,12
AAK63816,1998,SY97,12
ATV85408,2015,Other,6
QFQ18821,2018,Other,8
QFQ18833,2018,Other,8
ATV84916,2014,Other,0
ATV86116,2015,Other,6
ATV86949,2015,Other,6
ATV87117,2015,Other,6
ATV87453,2015,Other,6
ATV88843,2016,Other,6
ATV84316,2013,Other,0
ATV84328,2013,Other,0
ATV87165,2015,Other,6
QFQ18857,2018,Other,8
ATV87573,2015,Other,6
ATV87177,2015,Other,6
ATV87213,2015,Other,6
ATV86901,2015,Other,6
ATV84820,2014,Other,0
ATV87345,2015,Other,6
ATV87825,2015,Other,6
ATV89359,2016,Other,6
ATV89371,2016,Other,6
ATV89467,2016,Other,6
ATV88855,2016,Other,6
QFQ18905,2017,Other,8
AJK01895,2008,Other,13
QFQ18953,2017,Other,8
ATV88867,2016,Other,6
ATV88879,2016,Other,6
AJK03262,2008,Other,13
QFQ19109,2017,Other,8
QFQ19121,2017,Other,8
QFQ19133,2017,Other,8
QFQ19157,2018,Other,8
QFQ19217,2017,Other,8
QFQ19277,2017,Other,8
QFQ13937,2017,Other,8
ATV84448,2014,Other,0
ATV85696,2015,Other,6
ATV83325,2012,Other,9
QFQ19409,2017,Other,8
QFQ19421,2017,Other,8
QFQ19445,2017,Other,8
QFQ19469,2017,Other,8
QFQ19517,2017,Other,8
QFQ19529,2017,Other,8
QFQ19541,2018,Other,8
QFQ19577,2017,Other,8
QFQ19613,2017,Other,8
QFQ19637,2018,Other,8
ATV83945,2012,Other,9
QFQ13947,2018,Other,8
ATV89299,2016,Other,6
ATV85708,2015,Other,6
ATV89635,2016,Other,6
AJK01719,2008,Other,13
AJK02434,2009,Other,5
QFQ19709,2018,Other,8
ATV85240,2014,Other,0
QFQ19769,2017,Other,8
QFQ19781,2018,Other,8
QFQ19793,2017,Other,8
QFQ19805,2017,Other,8
ATV84580,2014,Other,0
QFQ19829,2017,Other,8
ATV85372,2015,Other,6
QFQ19877,2017,Other,8
QFQ19937,2018,Other,8
QFQ19949,2017,Other,8
AIU46057,1997,SY97,12
ATV85336,2015,Other,6
QFQ19985,2017,Other,8
QFQ19997,2017,Other,8
QFQ20009,2018,Other,8
QFQ20021,2017,Other,8
QFQ20129,2017,Other,8
QFQ20177,2018,Other,8
QFQ20201,2017,Other,8
QFQ20261,2018,Other,8
QFQ20273,2017,Other,8
QFQ20285,2017,Other,8
QFQ20369,2017,Other,8
QFQ20405,2017,Other,8
QFQ20465,2017,Other,8
QFQ20489,2017,Other,8
QFQ20549,2017,Other,8
QFQ20561,2017,Other,8
QFQ20585,2017,Other,8
QFQ20597,2017,Other,8
QFQ13893,2017,Other,8
ATV86661,2015,Other,6
ATV85324,2015,Other,6
QFQ20645,2018,Other,8
QFQ20669,2017,Other,8
QFQ20693,2017,Other,8
QFQ20705,2017,Other,8
QFQ20753,2017,Other,8
QFQ20765,2017,Other,8
QFQ20789,2017,Other,8
QFQ20849,2017,Other,8
QFQ20861,2017,Other,8
QFQ20933,2017,Other,8
ATV84436,2014,Other,0
ATV88363,2016,Other,6
QFQ21041,2018,Other,8
ATV84760,2014,Other,0
ATV84772,2014,Other,0
QFQ21077,2018,Other,8
AEG64834,2010,Other,5
AIU46066,2003,FU02,2
AIU46068,2002,FU02,2
AQN74323,2015,Other,6
AQW43318,2016,Other,6
ARO85577,2016,Other,6
ARO85589,2016,Other,6
ARO85602,2016,Other,6
ABC42629,2004,Other,10
ACR15293,2007,Other,13
ABB51963,2004,Other,10
ABB51961,2003,FU02,2
AJK02023,2010,Other,5
AJK00581,2008,Other,13
AJK03470,2008,Other,13
AJK01158,2008,Other,13
ACQ65691,2007,Other,13
ACR15249,2008,Other,13
ACR15183,2007,Other,13
ACR15282,2007,Other,13
AJK02382,2009,Other,5
AJK02060,2007,Other,13
AJK02713,2010,Other,5
ACR15227,2004,Other,10
AIU46042,1997,SY97,12
ATV88651,2016,Other,6
ATV86505,2015,Other,6
ATV87105,2015,Other,6
ATV87129,2015,Other,6
ATV87153,2015,Other,6
ATV84484,2014,Other,0
ATV85072,2014,Other,0
ATV89647,2016,Other,6
ATV84640,2014,Other,0
ATV89011,2016,Other,6
ATV90185,2016,Other,6
ATV89323,2016,Other,6
ATV86272,2015,Other,6
ATV86361,2015,Other,6
ATV84412,2014,Other,0
ATV88339,2016,Other,6
ATV84940,2014,Other,0
QFQ21149,2017,Other,8
ATV83849,2012,Other,9
ATV86080,2015,Other,6
ATV89766,2016,Other,6
ATV89778,2016,Other,6
AEX36608,2006,Other,13
AEX34451,2007,Other,13
AEX35450,2005,Other,10
AEX33825,2005,Other,10
AEX36443,2007,Other,13
AEX33836,2005,Other,10
AEX35472,2005,Other,10
AEX33847,2005,Other,10
AEX35505,2005,Other,10
AEX36454,2007,Other,13
AEX35527,2005,Other,10
AEX35549,2005,Other,10
AEX35560,2005,Other,10
AEX35571,2005,Other,10
AEX35593,2005,Other,10
AFJ05142,2012,Other,9
AFJ05144,2012,Other,9
AGK63029,2012,Other,9
APO40393,2015,Other,6
AGK63037,2012,Other,9
AGK63039,2012,Other,9
AGK63041,2012,Other,9
AGK63043,2012,Other,9
APO40390,2016,Other,6
APO40389,2016,Other,6
APO40386,2016,Other,6
APO40404,2014,Other,0
APO40396,2015,Other,6
AGK62997,2012,Other,9
APO40402,2014,Other,0
APO40405,2014,Other,0
AGK63005,2012,Other,9
APO40403,2014,Other,0
AGK63007,2012,Other,9
AGK63009,2012,Other,9
AGK63013,2012,Other,9
AGK63015,2012,Other,9
APO40399,2014,Other,0
ALM06002,2013,Other,0
AGL07348,2012,Other,9
ALH25651,2015,Other,6
ANM99351,2016,Other,6
QBS22205,2019,Other,3
ACF40086,2008,Other,13
ACM51224,2008,Other,13
AGL06869,2012,Other,9
AGZ61644,2012,Other,9
ARH14851,2017,Other,8
ALH34951,2015,Other,6
AXA19336,2018,Other,8
QDE07865,2019,Other,3
ALH31709,2014,Other,0
AGF68707,2009,Other,5
ARO41451,2017,Other,8
ARO41415,2017,Other,8
QJT42640,2020,Other,3
ASK79984,2017,Other,8
ASM63057,2017,Other,8
QDX14179,2019,Other,3
ATP80576,2017,Other,8
AUM85599,2017,Other,8
QDQ45779,2019,Other,3
QDX14198,2019,Other,3
QDE07884,2019,Other,3
QEI02852,2019,Other,3
QED95550,2019,Other,3
QDQ45810,2019,Other,3
AHL80989,2011,Other,9
AHL81200,2011,Other,9
AHL81340,2011,Other,9
ACD47223,2008,Other,13
AGZ61051,2013,Other,0
ANM96525,2016,Other,6
ACD47221,2008,Other,13
ALH33493,2015,Other,6
ACD47226,2008,Other,13
AGK74819,2011,Other,9
AGF68818,2010,Other,5
AGK74374,2011,Other,9
AQI21434,2017,Other,8
AGK74652,2010,Other,5
AIE10029,2014,Other,0
AIE10152,2014,Other,0
ABW23331,2007,Other,13
ANM96597,2016,Other,6
AFM68965,1977,TX77,4
AFG99105,1977,TX77,4
AGL07245,2012,Other,9
AGZ61530,2013,Other,0
QBP39060,2019,Other,3
QCW16024,2019,Other,3
QCW16036,2019,Other,3
ANN01559,2016,Other,6
ACA33749,2007,Other,13
ACJ73773,2008,Other,13
ANN01667,2016,Other,6
AOT90334,2016,Other,6
AOT90370,2016,Other,6
QED95562,2019,Other,3
QDQ45870,2019,Other,3
QEN98012,2019,Other,3
ACJ73775,2008,Other,13
ANN02733,2016,Other,6
AOT90910,2016,Other,6
AGZ61182,2013,Other,0
AIE09610,2014,Other,0
QBL89894,2018,Other,8
AOT89483,2016,Other,6
AOT89099,2016,Other,6
AOT89063,2016,Other,6
AOT89087,2016,Other,6
AOT89195,2016,Other,6
ALH34825,2015,Other,6
AOT89039,2016,Other,6
AOZ81898,2016,Other,6
ACJ73752,2008,Other,13
ALH38111,2013,Other,0
ALH36153,2015,Other,6
AQS21016,2017,Other,8
APY25639,2016,Other,6
AQS18441,2016,Other,6
APW81142,2016,Other,6
APW81844,2016,Other,6
AGL07452,2012,Other,9
APW81914,2016,Other,6
ARH15146,2016,Other,6
ARH15158,2016,Other,6
AJK02807,2010,Other,5
ALH38113,2013,Other,0
ALH25809,2015,Other,6
AQS21421,2017,Other,8
AGK73597,2010,Other,5
APB90463,2015,Other,6
ANM99459,2016,Other,6
ARH15206,2017,Other,8
ALH26082,2015,Other,6
ARH15218,2017,Other,8
ASU07752,2017,Other,8
ALH25878,2015,Other,6
ASW32930,2017,Other,8
ALH38129,2013,Other,0
ATU90001,2017,Other,8
AUH30505,2017,Other,8
AIE10238,2013,Other,0
ALH25858,2015,Other,6
QJA11699,2020,Other,3
AGL09812,2013,Other,0
AGL09815,2013,Other,0
AGL09817,2013,Other,0
ACA33692,2007,Other,13
QEN98024,2019,Other,3
ACA33690,2007,Other,13
QES87090,2019,Other,3
QFO38270,2019,Other,3
ALH36514,2015,Other,6
AKA54650,2014,Other,0
ACV72369,2009,Other,5
QHW15953,2019,Other,3
QJP02946,2020,Other,3
ALE31731,2014,Other,0
ALE31734,2014,Other,0
ALE31862,2014,Other,0
ALE31864,2015,Other,6
AQY20829,2017,Other,8
ALE31958,2015,Other,6
AQY20841,2017,Other,8
ALE32101,2014,Other,0
ALE32102,2014,Other,0
ANN00563,2016,Other,6
AQY20961,2017,Other,8
AGL06219,2012,Other,9
AQY20925,2017,Other,8
QDX14227,2019,Other,3
AGL06615,2012,Other,9
AQY20937,2017,Other,8
AGL06857,2012,Other,9
ARB17017,2017,Other,8
ANN01007,2016,Other,6
ASB34055,2016,Other,6
ASE04522,2017,Other,8
ATD10957,2017,Other,8
QDQ45899,2019,Other,3
ATD11024,2017,Other,8
AOT90166,2016,Other,6
ATD11086,2017,Other,8
ATD11129,2017,Other,8
ANN01043,2016,Other,6
ATD11190,2017,Other,8
ALH36279,2015,Other,6
ATD11330,2017,Other,8
ATD11332,2017,Other,8
ATD11334,2017,Other,8
ATD11335,2017,Other,8
ATD11342,2017,Other,8
ATD11466,2017,Other,8
AJK00729,2007,Other,13
ANM96993,2016,Other,6
AXP19260,2018,Other,8
AXP19267,2017,Other,8
AXP19268,2017,Other,8
AXP19321,2018,Other,8
ACA33709,2007,Other,13
ARJ34964,2017,Other,8
AXX75407,2018,Other,8
AXX75412,2018,Other,8
AXX75433,2018,Other,8
AXX75434,2018,Other,8
AZY87067,2018,Other,8
AZY87072,2018,Other,8
AZY87077,2018,Other,8
AZY87082,2018,Other,8
AZY87095,2017,Other,8
AZY87099,2017,Other,8
AZY87844,2018,Other,8
AZY87845,2018,Other,8
AZY87848,2018,Other,8
ALH31449,2014,Other,0
ACA33720,2007,Other,13
ANM96009,2015,Other,6
ALH31475,2014,Other,0
ANE25665,2015,Other,6
QBA99202,2018,Other,8
ALH31723,2014,Other,0
QBA99271,2017,Other,8
ARJ35468,2017,Other,8
ANM97041,2016,Other,6
QBM13092,2018,Other,8
QBM13115,2018,Other,8
QBM13127,2018,Other,8
ALH32771,2014,Other,0
ALH31691,2014,Other,0
ANM97089,2016,Other,6
QBS19735,2019,Other,3
QBS19747,2019,Other,3
QBX92595,2019,Other,3
APB91074,2014,Other,0
AXA19395,2018,Other,8
QBZ80285,2019,Other,3
QBZ80345,2019,Other,3
QBZ80449,2019,Other,3
QBZ80461,2019,Other,3
ALH33102,2014,Other,0
ASK80267,2017,Other,8
QCF43974,2019,Other,3
QCF43986,2019,Other,3
AZF87018,2018,Other,8
QCH42789,2019,Other,3
QCH42861,2019,Other,3
ASK80051,2017,Other,8
AWX42077,2018,Other,8
ALH31887,2014,Other,0
AGZ61738,2009,Other,5
AZF87303,2018,Other,8
QDK58376,2019,Other,3
AIE10059,2013,Other,0
ASK80326,2017,Other,8
QCT09345,2019,Other,3
QCT09393,2019,Other,3
QCT09453,2019,Other,3
ACA33769,2007,Other,13
ALH32127,2014,Other,0
QDC20945,2019,Other,3
QDC27432,2019,Other,3
QDD57121,2019,Other,3
QDD57169,2019,Other,3
QDD57193,2019,Other,3
QDD57217,2019,Other,3
QDD57253,2019,Other,3
ALH30183,2014,Other,0
ACU79970,2008,Other,13
AGG13519,2012,Other,9
AGG13543,2012,Other,9
AGG14330,2012,Other,9
AGG13615,2012,Other,9
AGG13639,2012,Other,9
AGG13411,2012,Other,9
AGG13771,2012,Other,9
AGG13783,2012,Other,9
AGG13867,2012,Other,9
AGG13903,2012,Other,9
AGG13447,2012,Other,9
AEG65197,2005,Other,10
AEG65065,2006,Other,13
AEG65780,2011,Other,9
AEG65109,2006,Other,13
ABV30404,2007,Other,13
ABV30261,2007,Other,13
AEK28818,2009,Other,5
AEK28949,2009,Other,5
AJK03452,2009,Other,5
ALM06010,2010,Other,5
AJK02414,2009,Other,5
AJK03643,2008,Other,13
AJK02522,2008,Other,13
AJK01443,2009,Other,5
AJK01173,2008,Other,13
AJK00736,2007,Other,13
AJK03242,2008,Other,13
AJK01097,2008,Other,13
ACF28528,2008,Other,13
ACF28529,2008,Other,13
AJE62895,2013,Other,0
AJE62896,2013,Other,0
ASW34230,2016,Other,6
AJE62889,2013,Other,0
ASW34238,2016,Other,6
AJE62900,2013,Other,0
AJE62909,2013,Other,0
AJE62911,2013,Other,0
AJE62918,2014,Other,0
AJE62888,2013,Other,0
AJE62930,2014,Other,0
AJE62933,2014,Other,0
AJE62934,2014,Other,0
AJE62936,2014,Other,0
AJE62938,2014,Other,0
AJE62939,2014,Other,0
AJE62941,2014,Other,0
AJE62943,2014,Other,0
AJE62944,2014,Other,0
ACV82230,2009,Other,5
AJE62946,2014,Other,0
AJE62947,2014,Other,0
AJE62948,2014,Other,0
AJE62952,2014,Other,0
AMD42406,2015,Other,6
AMD42407,2015,Other,6
AMD42408,2015,Other,6
AMD42410,2015,Other,6
AMD42416,2015,Other,6
AMD42417,2015,Other,6
AMD42418,2015,Other,6
AMD42422,2015,Other,6
AMD42423,2015,Other,6
AMD42424,2015,Other,6
AMD42425,2015,Other,6
AMD42427,2015,Other,6
AMD42428,2015,Other,6
AMD42430,2015,Other,6
AMD42433,2015,Other,6
AMD42436,2015,Other,6
AMD42440,2015,Other,6
AMD42447,2015,Other,6
AMD42448,2015,Other,6
ASW34231,2016,Other,6
ASW34234,2016,Other,6
ASW34239,2016,Other,6
ACZ81557,2009,Other,5
ASW34240,2016,Other,6
ACZ81558,2009,Other,5
ASW34244,2016,Other,6
ASW34246,2016,Other,6
ASW34247,2016,Other,6
ASW34250,2016,Other,6
ASW34252,2016,Other,6
ASW34253,2016,Other,6
ASW34257,2016,Other,6
ASW34258,2016,Other,6
ASW34261,2016,Other,6
ASW34263,2016,Other,6
ASW34265,2016,Other,6
ASW34266,2016,Other,6
ASW34267,2017,Other,8
ASW34269,2017,Other,8
ASW34271,2017,Other,8
ASW34274,2017,Other,8
ASW34275,2017,Other,8
ASW34278,2017,Other,8
ASW34287,2017,Other,8
AJE62841,2011,Other,9
AJE62843,2011,Other,9
AJE62846,2011,Other,9
AJE62847,2011,Other,9
AJE62851,2011,Other,9
AJE62852,2011,Other,9
AJE62853,2011,Other,9
AJE62855,2011,Other,9
AJE62856,2011,Other,9
AJE62859,2011,Other,9
AJE62862,2012,Other,9
AJE62876,2012,Other,9
AJE62880,2013,Other,0
AJE62881,2013,Other,0
AJE62883,2013,Other,0
AJE62886,2013,Other,0
AJE62891,2013,Other,0
AJE62899,2013,Other,0
AJE62903,2013,Other,0
AJE62904,2013,Other,0
AJE62906,2013,Other,0
AJE62907,2013,Other,0
AJE62912,2013,Other,0
AJE62913,2013,Other,0
AJE62915,2013,Other,0
AJE62860,2011,Other,9
AJE62902,2013,Other,0
AJE62923,2014,Other,0
AMD42412,2015,Other,6
AMD42437,2015,Other,6
AMD42443,2015,Other,6
ASW34272,2017,Other,8
AJE62928,2014,Other,0
ASW34286,2017,Other,8
ASW34288,2017,Other,8
ADN92478,2010,Other,5
ADN92489,2010,Other,5
AJE62867,2012,Other,9
AJE62870,2012,Other,9
AJE62908,2013,Other,0
AJE62910,2013,Other,0
AJE62916,2013,Other,0
AJE62925,2014,Other,0
AJE62927,2014,Other,0
AJE62932,2014,Other,0
AJE62940,2014,Other,0
AMD42414,2015,Other,6
AMD42431,2015,Other,6
ASW34273,2017,Other,8
ABS71682,2006,Other,13
ABS71676,2007,Other,13
ABS71677,2007,Other,13
ACO94515,2008,Other,13
ALM05101,2012,Other,9
ALM05087,2011,Other,9
ALM05090,2011,Other,9
ALM05091,2012,Other,9
ALM05093,2011,Other,9
AWN85678,2013,Other,0
AWN85679,2014,Other,0
AWN85681,2015,Other,6
AWN85684,2015,Other,6
AWN85686,2013,Other,0
AWN85690,2015,Other,6
AJJ99221,2007,Other,13
AJJ99209,2007,Other,13
AJJ99185,2008,Other,13
AJJ99173,2008,Other,13
AJJ99149,2009,Other,5
AJJ99125,2010,Other,5
AJJ99089,2012,Other,9
AJJ99041,2007,Other,13
AJJ99029,2007,Other,13
AJJ98873,2008,Other,13
AJJ98861,2008,Other,13
AJJ98849,2010,Other,5
AJJ98837,2011,Other,9
AJJ98825,2011,Other,9
AJJ98813,2012,Other,9
AOK93132,2011,Other,9
AJJ99005,2010,Other,5
AJJ98993,2011,Other,9
AJJ98981,2013,Other,0
AJJ98921,2012,Other,9
AJJ98897,2007,Other,13
AJJ98885,2008,Other,13
AJJ98801,2012,Other,9
AJJ98777,2007,Other,13
ABS76423,2003,FU02,2
ABS76424,2003,FU02,2
AEO09002,2004,Other,10
