Accession,Year,Subtype,Host,cluster_name,antigenic_distance,drift_binary_label
QFG38740,2019,H3N2,Human,HK14,14,1
QFG38736,2018,H3N2,Human,HK14,14,1
QFG38734,2018,H3N2,Human,HK14,14,1
AHW46734,2012,H3N2,Human,VI11,12,1
AWJ58242,2017,H3N2,Human,SW13,13,1
AWJ58244,2017,H3N2,Human,SW13,13,1
AWJ58241,2017,H3N2,Human,SW13,13,1
AJK02751,2010,H3N2,Human,PE09,11,1
AJK01408,2010,H3N2,Human,PE09,11,1
AJK01611,2010,H3N2,Human,PE09,11,1
AJK01551,2009,H3N2,Human,PE09,11,1
AJK01911,2008,H3N2,Human,FU02,10,1
AJK01222,2008,H3N2,Human,FU02,10,1
AJK03120,2008,H3N2,Human,FU02,10,1
AJK02771,2010,H3N2,Human,PE09,11,1
AJK03616,2009,H3N2,Human,PE09,11,1
AFU09864,2011,H3N2,Human,PE09,11,1
BAV13648,2015,H3N2,Human,SW13,13,1
BAV13652,2015,H3N2,Human,SW13,13,1
BAV13654,2015,H3N2,Human,SW13,13,1
BAV13655,2015,H3N2,Human,SW13,13,1
BAV13635,2015,H3N2,Human,SW13,13,1
BAU36334,2014,H3N2,Human,VI11,12,1
BAU36336,2014,H3N2,Human,VI11,12,1
BAU36338,2014,H3N2,Human,VI11,12,1
BAT21805,2012,H3N2,Human,VI11,12,1
BAT21821,2012,H3N2,Human,VI11,12,1
BAT21794,2012,H3N2,Human,VI11,12,1
BAT21804,2012,H3N2,Human,VI11,12,1
BAT21736,2012,H3N2,Human,VI11,12,1
BAT21776,2012,H3N2,Human,VI11,12,1
BAT21769,2013,H3N2,Human,VI11,12,1
BAT21764,2013,H3N2,Human,VI11,12,1
BAT21739,2013,H3N2,Human,VI11,12,1
BAT21737,2013,H3N2,Human,VI11,12,1
BAT21742,2013,H3N2,Human,VI11,12,1
BAT21775,2013,H3N2,Human,VI11,12,1
BAT21743,2013,H3N2,Human,VI11,12,1
BAV13637,2014,H3N2,Human,VI11,12,1
BAV13660,2015,H3N2,Human,SW13,13,1
BAV13664,2015,H3N2,Human,SW13,13,1
BAV13666,2015,H3N2,Human,SW13,13,1
BAU36365,2014,H3N2,Human,VI11,12,1
BAV13673,2015,H3N2,Human,SW13,13,1
BAV13675,2015,H3N2,Human,SW13,13,1
BAV13676,2015,H3N2,Human,SW13,13,1
ADC34940,2007,H3N2,Human,FU02,10,1
AJK03068,2010,H3N2,Human,PE09,11,1
ATV85540,2015,H3N2,Human,SW13,13,1
ATV84017,2012,H3N2,Human,VI11,12,1
AJK00628,2010,H3N2,Human,PE09,11,1
ATV85732,2015,H3N2,Human,SW13,13,1
QFQ21197,2017,H3N2,Human,SW13,13,1
ATV86601,2015,H3N2,Human,SW13,13,1
QFQ21209,2017,H3N2,Human,SW13,13,1
QFQ21221,2018,H3N2,Human,HK14,14,1
ATV87741,2015,H3N2,Human,SW13,13,1
ATV88017,2015,H3N2,Human,SW13,13,1
ATV88233,2015,H3N2,Human,SW13,13,1
QFQ21341,2018,H3N2,Human,HK14,14,1
ATV90245,2016,H3N2,Human,SW13,13,1
ATV85612,2015,H3N2,Human,SW13,13,1
AJK03220,2010,H3N2,Human,PE09,11,1
AJK02553,2010,H3N2,Human,PE09,11,1
AJK01867,2010,H3N2,Human,PE09,11,1
AJK03209,2008,H3N2,Human,FU02,10,1
AWJ58247,2017,H3N2,Human,SW13,13,1
AGM16032,2013,H3N2,Human,VI11,12,1
AGM16033,2013,H3N2,Human,VI11,12,1
AGM16034,2013,H3N2,Human,VI11,12,1
AFY08269,2012,H3N2,Human,VI11,12,1
AOG30019,2011,H3N2,Human,PE09,11,1
AOG29997,2011,H3N2,Human,PE09,11,1
AYV87856,2017,H3N2,Human,SW13,13,1
AYV87891,2017,H3N2,Human,SW13,13,1
AYV88026,2018,H3N2,Human,HK14,14,1
AYV88086,2018,H3N2,Human,HK14,14,1
ABF21281,1972,H3N2,Human,HK68,0,0
AWJ58248,2017,H3N2,Human,SW13,13,1
AEA03720,2008,H3N2,Human,FU02,10,1
AEA03742,2008,H3N2,Human,FU02,10,1
AEA03764,2008,H3N2,Human,FU02,10,1
AEA03804,2008,H3N2,Human,FU02,10,1
AEA03847,2008,H3N2,Human,FU02,10,1
AEA03858,2008,H3N2,Human,FU02,10,1
AEA03877,2008,H3N2,Human,FU02,10,1
AEA03944,2008,H3N2,Human,FU02,10,1
AEA04009,2008,H3N2,Human,FU02,10,1
AEA04020,2008,H3N2,Human,FU02,10,1
AEA04031,2008,H3N2,Human,FU02,10,1
AEA04079,2008,H3N2,Human,FU02,10,1
AEA04101,2008,H3N2,Human,FU02,10,1
AEA04153,2008,H3N2,Human,FU02,10,1
AEA04208,2008,H3N2,Human,FU02,10,1
AEA04227,2009,H3N2,Human,PE09,11,1
AEA04237,2009,H3N2,Human,PE09,11,1
AEA04266,2009,H3N2,Human,PE09,11,1
AEA04285,2009,H3N2,Human,PE09,11,1
AEA04296,2009,H3N2,Human,PE09,11,1
AJK03248,2009,H3N2,Human,PE09,11,1
AFM72257,2000,H3N2,Human,SY97,9,1
AFH00043,1992,H3N2,Human,BE89,6,0
AFH00769,1991,H3N2,Human,BE89,6,0
ARI70255,2011,H3N2,Human,PE09,11,1
AJK00501,2007,H3N2,Human,FU02,10,1
ACD47213,2007,H3N2,Human,FU02,10,1
QIJ26983,2020,H3N2,Human,HK14,14,1
ALH34171,2015,H3N2,Human,SW13,13,1
AQI17288,2017,H3N2,Human,SW13,13,1
QBY33467,2019,H3N2,Human,HK14,14,1
AQS20582,2017,H3N2,Human,SW13,13,1
AIE09702,2013,H3N2,Human,VI11,12,1
AIU46464,2014,H3N2,Human,VI11,12,1
AQZ37535,2017,H3N2,Human,SW13,13,1
AXA19407,2018,H3N2,Human,HK14,14,1
AFV33742,2012,H3N2,Human,VI11,12,1
AGK74317,2011,H3N2,Human,PE09,11,1
QBS19923,2019,H3N2,Human,HK14,14,1
AGL06243,2011,H3N2,Human,PE09,11,1
ARB17809,2017,H3N2,Human,SW13,13,1
QBY33486,2019,H3N2,Human,HK14,14,1
AGL06923,2012,H3N2,Human,VI11,12,1
AIE09816,2013,H3N2,Human,VI11,12,1
ANN00323,2016,H3N2,Human,SW13,13,1
ARH17703,2017,H3N2,Human,SW13,13,1
ARO44420,2017,H3N2,Human,SW13,13,1
AGL06608,2012,H3N2,Human,VI11,12,1
ANN01259,2016,H3N2,Human,SW13,13,1
ARQ87423,2017,H3N2,Human,SW13,13,1
ASK82344,2017,H3N2,Human,SW13,13,1
AXB52253,2018,H3N2,Human,HK14,14,1
ASK83166,2017,H3N2,Human,SW13,13,1
ASM91000,2017,H3N2,Human,SW13,13,1
AOT91138,2016,H3N2,Human,SW13,13,1
QEN96616,2019,H3N2,Human,HK14,14,1
AOT91630,2016,H3N2,Human,SW13,13,1
AUP49409,2017,H3N2,Human,SW13,13,1
ALE31740,2014,H3N2,Human,VI11,12,1
ALE31741,2014,H3N2,Human,VI11,12,1
ALE31742,2014,H3N2,Human,VI11,12,1
AUP49421,2017,H3N2,Human,SW13,13,1
ALE31877,2014,H3N2,Human,VI11,12,1
APW80801,2016,H3N2,Human,SW13,13,1
QHA78898,2019,H3N2,Human,HK14,14,1
APQ44677,2016,H3N2,Human,SW13,13,1
ASB34102,2016,H3N2,Human,SW13,13,1
ASE04487,2016,H3N2,Human,SW13,13,1
ASE04488,2016,H3N2,Human,SW13,13,1
ASE04526,2016,H3N2,Human,SW13,13,1
QHW15991,2019,H3N2,Human,HK14,14,1
ATD11131,2017,H3N2,Human,SW13,13,1
ATD11192,2017,H3N2,Human,SW13,13,1
QHW16008,2019,H3N2,Human,HK14,14,1
QBM13185,2018,H3N2,Human,HK14,14,1
QCF42574,2019,H3N2,Human,HK14,14,1
QCT09476,2019,H3N2,Human,HK14,14,1
QDC21026,2019,H3N2,Human,HK14,14,1
QDC27467,2019,H3N2,Human,HK14,14,1
ABW23350,2007,H3N2,Human,FU02,10,1
ACT67813,2009,H3N2,Human,PE09,11,1
AIE09695,2014,H3N2,Human,VI11,12,1
AGK74100,2010,H3N2,Human,PE09,11,1
AIE09710,2014,H3N2,Human,VI11,12,1
QIJ27019,2020,H3N2,Human,HK14,14,1
ALH36177,2015,H3N2,Human,SW13,13,1
QDX14311,2019,H3N2,Human,HK14,14,1
AGL06536,2012,H3N2,Human,VI11,12,1
AMB68849,2015,H3N2,Human,SW13,13,1
AMB68861,2015,H3N2,Human,SW13,13,1
ARO43584,2017,H3N2,Human,SW13,13,1
QCG83834,2019,H3N2,Human,HK14,14,1
AGK74517,2011,H3N2,Human,PE09,11,1
ALH32861,2014,H3N2,Human,VI11,12,1
QDE07973,2019,H3N2,Human,HK14,14,1
ALH32815,2014,H3N2,Human,VI11,12,1
ARS00389,2017,H3N2,Human,SW13,13,1
AXQ12928,2018,H3N2,Human,HK14,14,1
AYG77677,2018,H3N2,Human,HK14,14,1
AGK74444,2011,H3N2,Human,PE09,11,1
AGL06297,2012,H3N2,Human,VI11,12,1
ATI22925,2017,H3N2,Human,SW13,13,1
QDQ45995,2019,H3N2,Human,HK14,14,1
QDE07985,2019,H3N2,Human,HK14,14,1
AZF87111,2018,H3N2,Human,HK14,14,1
AGF68734,2009,H3N2,Human,PE09,11,1
AOT91438,2016,H3N2,Human,SW13,13,1
AGF68750,2009,H3N2,Human,PE09,11,1
QDE08028,2019,H3N2,Human,HK14,14,1
QBL92140,2018,H3N2,Human,HK14,14,1
QIJ25967,2019,H3N2,Human,HK14,14,1
AGZ61069,2012,H3N2,Human,VI11,12,1
QIJ27055,2019,H3N2,Human,HK14,14,1
ABV30437,2007,H3N2,Human,FU02,10,1
AFG99402,1989,H3N2,Human,SI87,5,0
AIU46029,1993,H3N2,Human,BE92,7,0
ATV86044,2015,H3N2,Human,SW13,13,1
ATV83633,2012,H3N2,Human,VI11,12,1
ATV84988,2014,H3N2,Human,VI11,12,1
ATV89563,2016,H3N2,Human,SW13,13,1
ATV89587,2016,H3N2,Human,SW13,13,1
AJK03187,2010,H3N2,Human,PE09,11,1
AJK02288,2010,H3N2,Human,PE09,11,1
ATV89790,2016,H3N2,Human,SW13,13,1
QFQ21389,2017,H3N2,Human,SW13,13,1
ATV83657,2012,H3N2,Human,VI11,12,1
ATV85204,2014,H3N2,Human,VI11,12,1
ATV83669,2012,H3N2,Human,VI11,12,1
QFQ21413,2017,H3N2,Human,SW13,13,1
ATV89802,2016,H3N2,Human,SW13,13,1
ATV83753,2012,H3N2,Human,VI11,12,1
QFQ21437,2017,H3N2,Human,SW13,13,1
ATV83765,2012,H3N2,Human,VI11,12,1
ATV86541,2015,H3N2,Human,SW13,13,1
ATV86985,2015,H3N2,Human,SW13,13,1
QFQ21473,2017,H3N2,Human,SW13,13,1
ATV83921,2012,H3N2,Human,VI11,12,1
ATV83837,2012,H3N2,Human,VI11,12,1
ATV83885,2012,H3N2,Human,VI11,12,1
ATV86997,2015,H3N2,Human,SW13,13,1
AAT64748,1990,H3N2,Human,BE89,6,0
AFG99479,1990,H3N2,Human,BE89,6,0
QFQ21497,2017,H3N2,Human,SW13,13,1
QFQ21509,2017,H3N2,Human,SW13,13,1
QFQ21545,2018,H3N2,Human,HK14,14,1
QFQ21569,2018,H3N2,Human,HK14,14,1
QFQ21605,2017,H3N2,Human,SW13,13,1
QFQ21653,2018,H3N2,Human,HK14,14,1
QFQ21677,2018,H3N2,Human,HK14,14,1
ATV88603,2016,H3N2,Human,SW13,13,1
QFQ21701,2018,H3N2,Human,HK14,14,1
QFQ21749,2018,H3N2,Human,HK14,14,1
ATV89119,2016,H3N2,Human,SW13,13,1
ATV89311,2016,H3N2,Human,SW13,13,1
QFQ21785,2018,H3N2,Human,HK14,14,1
AJK03350,2009,H3N2,Human,PE09,11,1
QFQ21809,2018,H3N2,Human,HK14,14,1
ATV89227,2016,H3N2,Human,SW13,13,1
ATV87009,2015,H3N2,Human,SW13,13,1
AJK01027,2009,H3N2,Human,PE09,11,1
ATV89239,2016,H3N2,Human,SW13,13,1
ATV89107,2016,H3N2,Human,SW13,13,1
QFQ21845,2017,H3N2,Human,SW13,13,1
ATV88125,2015,H3N2,Human,SW13,13,1
QFQ21869,2018,H3N2,Human,HK14,14,1
QFQ21881,2018,H3N2,Human,HK14,14,1
ATV84029,2012,H3N2,Human,VI11,12,1
ATV84712,2014,H3N2,Human,VI11,12,1
ATV87297,2015,H3N2,Human,SW13,13,1
QFQ21941,2017,H3N2,Human,SW13,13,1
QFQ21953,2018,H3N2,Human,HK14,14,1
ATV86529,2015,H3N2,Human,SW13,13,1
ATV89539,2016,H3N2,Human,SW13,13,1
ATV84724,2014,H3N2,Human,VI11,12,1
AFM71967,1975,H3N2,Human,EN72,1,0
AFG98995,1975,H3N2,Human,EN72,1,0
AIW60693,1999,H3N2,Human,SY97,9,1
AIW60694,1999,H3N2,Human,SY97,9,1
ATV83302,2012,H3N2,Human,VI11,12,1
ATV87645,2015,H3N2,Human,SW13,13,1
ATV87549,2015,H3N2,Human,SW13,13,1
ATV87633,2015,H3N2,Human,SW13,13,1
ATV87321,2015,H3N2,Human,SW13,13,1
ATV87429,2015,H3N2,Human,SW13,13,1
ATV87441,2015,H3N2,Human,SW13,13,1
ATV87681,2015,H3N2,Human,SW13,13,1
ATV87789,2015,H3N2,Human,SW13,13,1
ATV87249,2015,H3N2,Human,SW13,13,1
AGB08328,2011,H3N2,Human,PE09,11,1
AIU46088,2011,H3N2,Human,PE09,11,1
AIE52620,2011,H3N2,Human,PE09,11,1
ATV87261,2015,H3N2,Human,SW13,13,1
AJK02933,2010,H3N2,Human,PE09,11,1
ATV86164,2015,H3N2,Human,SW13,13,1
ATV88927,2016,H3N2,Human,SW13,13,1
ATV83433,2012,H3N2,Human,VI11,12,1
ATV87381,2015,H3N2,Human,SW13,13,1
ATV87273,2015,H3N2,Human,SW13,13,1
ATV86248,2015,H3N2,Human,SW13,13,1
ATV83469,2012,H3N2,Human,VI11,12,1
AJK00659,2008,H3N2,Human,FU02,10,1
AJK02774,2009,H3N2,Human,PE09,11,1
ATV85024,2014,H3N2,Human,VI11,12,1
QFQ22001,2017,H3N2,Human,SW13,13,1
ATV85036,2014,H3N2,Human,VI11,12,1
ATV83170,2014,H3N2,Human,VI11,12,1
ATV84544,2014,H3N2,Human,VI11,12,1
ATV85048,2014,H3N2,Human,VI11,12,1
ATV85120,2014,H3N2,Human,VI11,12,1
ATV85132,2014,H3N2,Human,VI11,12,1
ATV85180,2014,H3N2,Human,VI11,12,1
ATV83278,2012,H3N2,Human,VI11,12,1
ATV88711,2016,H3N2,Human,SW13,13,1
ATV86397,2015,H3N2,Human,SW13,13,1
ATV86409,2015,H3N2,Human,SW13,13,1
ATV88053,2015,H3N2,Human,SW13,13,1
ATV86421,2015,H3N2,Human,SW13,13,1
AIU46077,2004,H3N2,Human,FU02,10,1
ATV84244,2013,H3N2,Human,VI11,12,1
ATV83457,2012,H3N2,Human,VI11,12,1
ATV86469,2015,H3N2,Human,SW13,13,1
ATV86493,2015,H3N2,Human,SW13,13,1
ATV88819,2016,H3N2,Human,SW13,13,1
ATV88963,2016,H3N2,Human,SW13,13,1
ATV88987,2016,H3N2,Human,SW13,13,1
ATV89131,2016,H3N2,Human,SW13,13,1
QFQ22109,2017,H3N2,Human,SW13,13,1
ATV89143,2016,H3N2,Human,SW13,13,1
AJK02715,2010,H3N2,Human,PE09,11,1
ATV89155,2016,H3N2,Human,SW13,13,1
ATV89167,2016,H3N2,Human,SW13,13,1
ATV89047,2016,H3N2,Human,SW13,13,1
ATV89287,2016,H3N2,Human,SW13,13,1
QFQ22205,2017,H3N2,Human,SW13,13,1
ATV85264,2015,H3N2,Human,SW13,13,1
QFQ22241,2017,H3N2,Human,SW13,13,1
QFQ22253,2017,H3N2,Human,SW13,13,1
QFQ22277,2017,H3N2,Human,SW13,13,1
QFQ22301,2017,H3N2,Human,SW13,13,1
QFQ22337,2017,H3N2,Human,SW13,13,1
ATV89826,2016,H3N2,Human,SW13,13,1
ATV87753,2015,H3N2,Human,SW13,13,1
ATV89203,2016,H3N2,Human,SW13,13,1
ATV87873,2015,H3N2,Human,SW13,13,1
ATV87777,2015,H3N2,Human,SW13,13,1
ATV83729,2012,H3N2,Human,VI11,12,1
ATV89862,2016,H3N2,Human,SW13,13,1
AJK03489,2010,H3N2,Human,PE09,11,1
ATV89874,2016,H3N2,Human,SW13,13,1
ATV90125,2016,H3N2,Human,SW13,13,1
QFQ22421,2017,H3N2,Human,SW13,13,1
ATV90017,2016,H3N2,Human,SW13,13,1
ATV90149,2016,H3N2,Human,SW13,13,1
QFQ22493,2017,H3N2,Human,SW13,13,1
QFQ22505,2017,H3N2,Human,SW13,13,1
QFQ22529,2017,H3N2,Human,SW13,13,1
QFQ22553,2017,H3N2,Human,SW13,13,1
AFH00054,1992,H3N2,Human,BE89,6,0
QFQ22577,2017,H3N2,Human,SW13,13,1
QFQ22625,2017,H3N2,Human,SW13,13,1
ATV84844,2014,H3N2,Human,VI11,12,1
ATV83741,2012,H3N2,Human,VI11,12,1
ATV89083,2016,H3N2,Human,SW13,13,1
ATV84112,2013,H3N2,Human,VI11,12,1
QFQ22733,2018,H3N2,Human,HK14,14,1
ATV89419,2016,H3N2,Human,SW13,13,1
QFQ22805,2017,H3N2,Human,SW13,13,1
QFQ22817,2017,H3N2,Human,SW13,13,1
ATV89443,2016,H3N2,Human,SW13,13,1
QFQ22877,2018,H3N2,Human,HK14,14,1
ATV83789,2012,H3N2,Human,VI11,12,1
AFG72658,1995,H3N2,Human,BE92,7,0
QFQ22997,2017,H3N2,Human,SW13,13,1
ATV83481,2012,H3N2,Human,VI11,12,1
AJK02764,2010,H3N2,Human,PE09,11,1
ATV86056,2015,H3N2,Human,SW13,13,1
ATV84520,2014,H3N2,Human,VI11,12,1
ATV88975,2016,H3N2,Human,SW13,13,1
ATV86625,2015,H3N2,Human,SW13,13,1
QFQ23104,2017,H3N2,Human,SW13,13,1
QFQ23128,2017,H3N2,Human,SW13,13,1
ATV86709,2015,H3N2,Human,SW13,13,1
ATV86673,2015,H3N2,Human,SW13,13,1
ATV86685,2015,H3N2,Human,SW13,13,1
ATV83553,2012,H3N2,Human,VI11,12,1
QFQ23164,2017,H3N2,Human,SW13,13,1
ATV85312,2015,H3N2,Human,SW13,13,1
ATV89179,2016,H3N2,Human,SW13,13,1
ATV83969,2012,H3N2,Human,VI11,12,1
QFQ23260,2017,H3N2,Human,SW13,13,1
QFQ23272,2017,H3N2,Human,SW13,13,1
AAC59602,1996,H3N2,Human,WU95,8,0
AJK01425,2009,H3N2,Human,PE09,11,1
AJK00543,2010,H3N2,Human,PE09,11,1
AJK03252,2009,H3N2,Human,PE09,11,1
AJK03544,2010,H3N2,Human,PE09,11,1
AJK02567,2009,H3N2,Human,PE09,11,1
AJK01177,2009,H3N2,Human,PE09,11,1
AJK02829,2009,H3N2,Human,PE09,11,1
AJK03538,2009,H3N2,Human,PE09,11,1
AGL06957,2012,H3N2,Human,VI11,12,1
AQI21314,2017,H3N2,Human,SW13,13,1
ACD85626,2008,H3N2,Human,FU02,10,1
ACT67807,2009,H3N2,Human,PE09,11,1
AQI21326,2017,H3N2,Human,SW13,13,1
AGF68811,2010,H3N2,Human,PE09,11,1
AGL07449,2012,H3N2,Human,VI11,12,1
AGL06142,2012,H3N2,Human,VI11,12,1
AGK74860,2011,H3N2,Human,PE09,11,1
AQS21236,2017,H3N2,Human,SW13,13,1
AGL07297,2012,H3N2,Human,VI11,12,1
AXA19431,2018,H3N2,Human,HK14,14,1
ARD26017,2017,H3N2,Human,SW13,13,1
QBY33504,2019,H3N2,Human,HK14,14,1
AGL06678,2012,H3N2,Human,VI11,12,1
QCG85543,2019,H3N2,Human,HK14,14,1
AGZ60739,2012,H3N2,Human,VI11,12,1
QDX14414,2019,H3N2,Human,HK14,14,1
AXV44368,2018,H3N2,Human,HK14,14,1
ANM96945,2016,H3N2,Human,SW13,13,1
QDE08052,2019,H3N2,Human,HK14,14,1
ALH31415,2014,H3N2,Human,VI11,12,1
QEI02912,2019,H3N2,Human,HK14,14,1
APB90100,2015,H3N2,Human,SW13,13,1
AXB53853,2018,H3N2,Human,HK14,14,1
ATZ79545,2017,H3N2,Human,SW13,13,1
AXB53855,2018,H3N2,Human,HK14,14,1
AGL09820,2012,H3N2,Human,VI11,12,1
AGL09821,2013,H3N2,Human,VI11,12,1
ALH31654,2014,H3N2,Human,VI11,12,1
QDQ43539,2019,H3N2,Human,HK14,14,1
AUI43418,2017,H3N2,Human,SW13,13,1
ALH30235,2014,H3N2,Human,VI11,12,1
AXB53912,2018,H3N2,Human,HK14,14,1
ANN01367,2016,H3N2,Human,SW13,13,1
ALE31745,2014,H3N2,Human,VI11,12,1
ALE31747,2014,H3N2,Human,VI11,12,1
AXQ12375,2018,H3N2,Human,HK14,14,1
AOT91090,2016,H3N2,Human,SW13,13,1
AXF93285,2018,H3N2,Human,HK14,14,1
ATD10963,2017,H3N2,Human,SW13,13,1
ATD11028,2017,H3N2,Human,SW13,13,1
ATD11352,2017,H3N2,Human,SW13,13,1
APW80489,2016,H3N2,Human,SW13,13,1
APW80501,2016,H3N2,Human,SW13,13,1
QBA99355,2018,H3N2,Human,HK14,14,1
QBZ80556,2019,H3N2,Human,HK14,14,1
QCP67894,2019,H3N2,Human,HK14,14,1
QCQ19762,2019,H3N2,Human,HK14,14,1
QDC21038,2019,H3N2,Human,HK14,14,1
QHA30941,2019,H3N2,Human,HK14,14,1
ACA24700,2007,H3N2,Human,FU02,10,1
AGF37571,2012,H3N2,Human,VI11,12,1
AFG99424,1989,H3N2,Human,SI87,5,0
ABI95239,2004,H3N2,Human,FU02,10,1
ABI30576,2005,H3N2,Human,FU02,10,1
ABI21046,2003,H3N2,Human,FU02,10,1
ABI30843,2005,H3N2,Human,FU02,10,1
ABG67634,2003,H3N2,Human,FU02,10,1
ABG67656,2003,H3N2,Human,FU02,10,1
ABI21736,2000,H3N2,Human,SY97,9,1
ABI92445,2005,H3N2,Human,FU02,10,1
ABG48247,2003,H3N2,Human,FU02,10,1
ABG67557,2003,H3N2,Human,FU02,10,1
ABI20980,2000,H3N2,Human,SY97,9,1
ABI20991,2000,H3N2,Human,SY97,9,1
ABG48082,2002,H3N2,Human,SY97,9,1
ABG37450,2002,H3N2,Human,SY97,9,1
ABG80315,2004,H3N2,Human,FU02,10,1
ABI21123,2004,H3N2,Human,FU02,10,1
ABI92346,2002,H3N2,Human,SY97,9,1
ABO52071,2004,H3N2,Human,FU02,10,1
ABI21145,2004,H3N2,Human,FU02,10,1
ABG88630,2002,H3N2,Human,SY97,9,1
ABG80205,2000,H3N2,Human,SY97,9,1
ABI21167,2004,H3N2,Human,FU02,10,1
ABG88597,2001,H3N2,Human,SY97,9,1
ABG48181,2002,H3N2,Human,SY97,9,1
ABG37472,2002,H3N2,Human,SY97,9,1
ABG80216,2000,H3N2,Human,SY97,9,1
ABI30810,2005,H3N2,Human,FU02,10,1
ABU50560,2007,H3N2,Human,FU02,10,1
AQS96962,2017,H3N2,Human,SW13,13,1
AGK73993,2010,H3N2,Human,PE09,11,1
ALH25545,2015,H3N2,Human,SW13,13,1
AGZ60777,2013,H3N2,Human,VI11,12,1
APB90630,2015,H3N2,Human,SW13,13,1
ARH14779,2017,H3N2,Human,SW13,13,1
AJK02589,2008,H3N2,Human,FU02,10,1
AIE09577,2013,H3N2,Human,VI11,12,1
AGL06362,2012,H3N2,Human,VI11,12,1
AGK74429,2011,H3N2,Human,PE09,11,1
AGL06407,2012,H3N2,Human,VI11,12,1
AIE09969,2013,H3N2,Human,VI11,12,1
QCG85566,2019,H3N2,Human,HK14,14,1
QDX14503,2019,H3N2,Human,HK14,14,1
QJA11798,2020,H3N2,Human,HK14,14,1
ALH25483,2015,H3N2,Human,SW13,13,1
ARH15532,2017,H3N2,Human,SW13,13,1
QBL92200,2018,H3N2,Human,HK14,14,1
QBL92212,2018,H3N2,Human,HK14,14,1
AGL07066,2012,H3N2,Human,VI11,12,1
ALH35811,2015,H3N2,Human,SW13,13,1
APB90154,2015,H3N2,Human,SW13,13,1
ASK82968,2017,H3N2,Human,SW13,13,1
ATX60662,2017,H3N2,Human,SW13,13,1
AFM45486,2012,H3N2,Human,VI11,12,1
ATX61422,2017,H3N2,Human,SW13,13,1
AGL09828,2012,H3N2,Human,VI11,12,1
AGL09829,2013,H3N2,Human,VI11,12,1
AGL09832,2013,H3N2,Human,VI11,12,1
ALH30070,2014,H3N2,Human,VI11,12,1
ANM99914,2016,H3N2,Human,SW13,13,1
ACA33765,2007,H3N2,Human,FU02,10,1
ALH29688,2014,H3N2,Human,VI11,12,1
ALH37577,2015,H3N2,Human,SW13,13,1
AMB68780,2015,H3N2,Human,SW13,13,1
ACF40108,2007,H3N2,Human,FU02,10,1
ALA08684,2014,H3N2,Human,VI11,12,1
AGL06772,2012,H3N2,Human,VI11,12,1
ALE31758,2014,H3N2,Human,VI11,12,1
ALE31759,2014,H3N2,Human,VI11,12,1
ALE31760,2014,H3N2,Human,VI11,12,1
AMB68816,2015,H3N2,Human,SW13,13,1
ALE31881,2014,H3N2,Human,VI11,12,1
APB89371,2014,H3N2,Human,VI11,12,1
ALE31963,2015,H3N2,Human,SW13,13,1
ALE31964,2015,H3N2,Human,SW13,13,1
ALE31978,2015,H3N2,Human,SW13,13,1
ALE32113,2015,H3N2,Human,SW13,13,1
AGZ61672,2012,H3N2,Human,VI11,12,1
APQ44598,2016,H3N2,Human,SW13,13,1
APQ44685,2016,H3N2,Human,SW13,13,1
AMB69925,2015,H3N2,Human,SW13,13,1
AOT90646,2016,H3N2,Human,SW13,13,1
ASB34056,2016,H3N2,Human,SW13,13,1
ASB34058,2016,H3N2,Human,SW13,13,1
ALG00471,2013,H3N2,Human,VI11,12,1
ASE04491,2016,H3N2,Human,SW13,13,1
ATD10965,2017,H3N2,Human,SW13,13,1
APB89761,2014,H3N2,Human,VI11,12,1
ATD10971,2017,H3N2,Human,SW13,13,1
ATD11032,2016,H3N2,Human,SW13,13,1
ATD11356,2017,H3N2,Human,SW13,13,1
ATD11357,2017,H3N2,Human,SW13,13,1
AOT90862,2016,H3N2,Human,SW13,13,1
QGW44685,2019,H3N2,Human,HK14,14,1
QGW44697,2019,H3N2,Human,HK14,14,1
ANM97587,2015,H3N2,Human,SW13,13,1
QHI03748,2019,H3N2,Human,HK14,14,1
QAB03259,2018,H3N2,Human,HK14,14,1
AOT89579,2016,H3N2,Human,SW13,13,1
APC59369,2016,H3N2,Human,SW13,13,1
APH10728,2016,H3N2,Human,SW13,13,1
AYW00356,2018,H3N2,Human,HK14,14,1
AQS96696,2016,H3N2,Human,SW13,13,1
QDK58516,2019,H3N2,Human,HK14,14,1
AQS96779,2016,H3N2,Human,SW13,13,1
AXB52379,2018,H3N2,Human,HK14,14,1
QCT09536,2019,H3N2,Human,HK14,14,1
QDC21097,2019,H3N2,Human,HK14,14,1
QDC21109,2019,H3N2,Human,HK14,14,1
QDC21133,2019,H3N2,Human,HK14,14,1
QDC21193,2019,H3N2,Human,HK14,14,1
AXL27949,2018,H3N2,Human,HK14,14,1
QDJ73826,2019,H3N2,Human,HK14,14,1
AQS96827,2016,H3N2,Human,SW13,13,1
ABW39938,2007,H3N2,Human,FU02,10,1
AIU46070,2004,H3N2,Human,FU02,10,1
ABW80977,2004,H3N2,Human,FU02,10,1
AIU46027,1994,H3N2,Human,BE92,7,0
ABG37582,2003,H3N2,Human,FU02,10,1
ABG80304,2004,H3N2,Human,FU02,10,1
ABG67502,2001,H3N2,Human,SY97,9,1
ABG48203,2003,H3N2,Human,FU02,10,1
ABG37428,2002,H3N2,Human,SY97,9,1
AFG99226,1985,H3N2,Human,BK79,4,0
