Accession,Year,Subtype,Host,cluster_name,antigenic_distance,drift_binary_label
AEA92634,2008,H1N1,Human,pre-pandemic,0,0
ANM91063,2016,H1N1,Human,immune-escape,3,1
ANM88511,2016,H1N1,Human,immune-escape,3,1
AJK00576,2007,H1N1,Human,pre-pandemic,0,0
ACA33794,2007,H1N1,Human,pre-pandemic,0,0
AQW35848,2017,H1N1,Human,immune-escape,3,1
ARH17206,2017,H1N1,Human,immune-escape,3,1
ARH17274,2017,H1N1,Human,immune-escape,3,1
ARH17138,2017,H1N1,Human,immune-escape,3,1
AHV83895,2014,H1N1,Human,early-drift,2,1
AHV83898,2013,H1N1,Human,early-drift,2,1
APF46492,2016,H1N1,Human,immune-escape,3,1
ADL39236,2009,H1N1,Human,pandemic-founding,1,0
APF45854,2016,H1N1,Human,immune-escape,3,1
APF45855,2016,H1N1,Human,immune-escape,3,1
APR73918,2016,H1N1,Human,immune-escape,3,1
APR73919,2016,H1N1,Human,immune-escape,3,1
APR73921,2016,H1N1,Human,immune-escape,3,1
APR73929,2016,H1N1,Human,immune-escape,3,1
APR73933,2016,H1N1,Human,immune-escape,3,1
APR73937,2016,H1N1,Human,immune-escape,3,1
APR73940,2016,H1N1,Human,immune-escape,3,1
APR73943,2016,H1N1,Human,immune-escape,3,1
APR73944,2016,H1N1,Human,immune-escape,3,1
APR73945,2016,H1N1,Human,immune-escape,3,1
AOG29922,2011,H1N1,Human,pandemic-founding,1,0
AOG29937,2010,H1N1,Human,pandemic-founding,1,0
AOG29927,2011,H1N1,Human,pandemic-founding,1,0
AOG29921,2010,H1N1,Human,pandemic-founding,1,0
AOG29936,2010,H1N1,Human,pandemic-founding,1,0
AOG29928,2010,H1N1,Human,pandemic-founding,1,0
AHM98493,2011,H1N1,Human,pandemic-founding,1,0
AIC65731,2011,H1N1,Human,pandemic-founding,1,0
AIC65720,2012,H1N1,Human,early-drift,2,1
AFZ77404,2009,H1N1,Human,pandemic-founding,1,0
AIC65646,2009,H1N1,Human,pandemic-founding,1,0
AIC65635,2009,H1N1,Human,pandemic-founding,1,0
AIC65613,2010,H1N1,Human,pandemic-founding,1,0
AIC65602,2010,H1N1,Human,pandemic-founding,1,0
AIC65591,2010,H1N1,Human,pandemic-founding,1,0
AIC65559,2010,H1N1,Human,pandemic-founding,1,0
AIC65538,2010,H1N1,Human,pandemic-founding,1,0
AIC65516,2012,H1N1,Human,early-drift,2,1
AIC65472,2011,H1N1,Human,pandemic-founding,1,0
AIC65450,2010,H1N1,Human,pandemic-founding,1,0
AFZ77405,2009,H1N1,Human,pandemic-founding,1,0
AFZ77409,2010,H1N1,Human,pandemic-founding,1,0
AIC65409,2011,H1N1,Human,pandemic-founding,1,0
AFM73015,2011,H1N1,Human,pandemic-founding,1,0
ACI26450,2006,H1N1,Human,pre-pandemic,0,0
AEQ33543,2011,H1N1,Human,pandemic-founding,1,0
ADG59663,2009,H1N1,Human,pandemic-founding,1,0
ADZ13517,2009,H1N1,Human,pandemic-founding,1,0
AHA38574,2013,H1N1,Human,early-drift,2,1
ADX99841,2007,H1N1,Avian,pre-pandemic,0,0
ADX99842,2008,H1N1,Avian,pre-pandemic,0,0
ADC54192,2009,H1N1,Human,pandemic-founding,1,0
AJK03323,2009,H1N1,Human,pandemic-founding,1,0
AJK02803,2008,H1N1,Human,pre-pandemic,0,0
AJK02967,2008,H1N1,Human,pre-pandemic,0,0
AJK00500,2008,H1N1,Human,pre-pandemic,0,0
ACR56352,2009,H1N1,Human,pandemic-founding,1,0
AJK01513,2008,H1N1,Human,pre-pandemic,0,0
AJK01079,2009,H1N1,Human,pandemic-founding,1,0
AJK02193,2007,H1N1,Human,pre-pandemic,0,0
AJK01717,2009,H1N1,Human,pandemic-founding,1,0
AJK00983,2009,H1N1,Human,pandemic-founding,1,0
AJK02118,2009,H1N1,Human,pandemic-founding,1,0
ACS91400,2009,H1N1,Human,pandemic-founding,1,0
BAA02768,1989,H1N1,Human,pre-pandemic,0,0
BAA02769,2000,H1N1,Human,pre-pandemic,0,0
ADC45374,2009,H1N1,Human,pandemic-founding,1,0
AET84394,2009,H1N1,Human,pandemic-founding,1,0
AEM24886,2009,H1N1,Human,pandemic-founding,1,0
AEM24885,2011,H1N1,Human,pandemic-founding,1,0
AEM24888,2010,H1N1,Human,pandemic-founding,1,0
AJK00799,2009,H1N1,Human,pandemic-founding,1,0
AJK03033,2008,H1N1,Human,pre-pandemic,0,0
ADU25478,2010,H1N1,Human,pandemic-founding,1,0
AAK70449,1995,H1N1,Human,pre-pandemic,0,0
AAK70450,1995,H1N1,Human,pre-pandemic,0,0
ADU25468,2009,H1N1,Human,pandemic-founding,1,0
AJK01939,2008,H1N1,Human,pre-pandemic,0,0
AJK00892,2008,H1N1,Human,pre-pandemic,0,0
AJK00781,2008,H1N1,Human,pre-pandemic,0,0
AJK03621,2008,H1N1,Human,pre-pandemic,0,0
ACM90856,2008,H1N1,Human,pre-pandemic,0,0
AFC98279,2011,H1N1,Human,pandemic-founding,1,0
AEI86724,2010,H1N1,Human,pandemic-founding,1,0
AEI86734,2010,H1N1,Human,pandemic-founding,1,0
AEI86744,2010,H1N1,Human,pandemic-founding,1,0
AEI86784,2010,H1N1,Human,pandemic-founding,1,0
AEI86804,2010,H1N1,Human,pandemic-founding,1,0
AEK21396,2010,H1N1,Human,pandemic-founding,1,0
AEI86834,2010,H1N1,Human,pandemic-founding,1,0
AEI86864,2010,H1N1,Human,pandemic-founding,1,0
AEK21406,2010,H1N1,Human,pandemic-founding,1,0
AEI86914,2010,H1N1,Human,pandemic-founding,1,0
AEJ36302,2010,H1N1,Human,pandemic-founding,1,0
AEI86924,2010,H1N1,Human,pandemic-founding,1,0
AEJ36312,2010,H1N1,Human,pandemic-founding,1,0
AEI86954,2010,H1N1,Human,pandemic-founding,1,0
AEJ10410,2010,H1N1,Human,pandemic-founding,1,0
AEI87004,2010,H1N1,Human,pandemic-founding,1,0
AEI87014,2010,H1N1,Human,pandemic-founding,1,0
AEI87034,2010,H1N1,Human,pandemic-founding,1,0
AEJ10420,2010,H1N1,Human,pandemic-founding,1,0
AEI87074,2010,H1N1,Human,pandemic-founding,1,0
AEJ10440,2010,H1N1,Human,pandemic-founding,1,0
AFC98282,2010,H1N1,Human,pandemic-founding,1,0
ADM14746,2009,H1N1,Human,pandemic-founding,1,0
ADM14756,2009,H1N1,Human,pandemic-founding,1,0
ADN92772,2006,H1N1,Human,pre-pandemic,0,0
ABF21274,1986,H1N1,Human,pre-pandemic,0,0
ADN92779,2008,H1N1,Human,pre-pandemic,0,0
ADN92774,2006,H1N1,Human,pre-pandemic,0,0
ADN92780,2007,H1N1,Human,pre-pandemic,0,0
ADN92790,2008,H1N1,Human,pre-pandemic,0,0
AEJ82782,2009,H1N1,Human,pandemic-founding,1,0
AEJ82788,2011,H1N1,Human,pandemic-founding,1,0
ADN92792,2009,H1N1,Human,pandemic-founding,1,0
ADN92771,2005,H1N1,Human,pre-pandemic,0,0
AEJ82793,2011,H1N1,Human,pandemic-founding,1,0
AEJ82794,2011,H1N1,Human,pandemic-founding,1,0
ADN92791,2008,H1N1,Human,pre-pandemic,0,0
AEJ82783,2010,H1N1,Human,pandemic-founding,1,0
AEJ82781,2009,H1N1,Human,pandemic-founding,1,0
ACR15326,2002,H1N1,Human,pre-pandemic,0,0
AFE02953,2011,H1N1,Human,pandemic-founding,1,0
ADT79232,2009,H1N1,Human,pandemic-founding,1,0
ADY04727,2002,H1N1,Human,pre-pandemic,0,0
AEJ82795,2011,H1N1,Human,pandemic-founding,1,0
AFE02954,2011,H1N1,Human,pandemic-founding,1,0
AFE02955,2011,H1N1,Human,pandemic-founding,1,0
ADN92773,2006,H1N1,Human,pre-pandemic,0,0
AFE02956,2011,H1N1,Human,pandemic-founding,1,0
ADF27373,2009,H1N1,Human,pandemic-founding,1,0
ADF27375,2009,H1N1,Human,pandemic-founding,1,0
ADF27377,2009,H1N1,Human,pandemic-founding,1,0
AJK01946,2006,H1N1,Human,pre-pandemic,0,0
AEJ82789,2011,H1N1,Human,pandemic-founding,1,0
ADN92778,2008,H1N1,Human,pre-pandemic,0,0
ADN92781,2008,H1N1,Human,pre-pandemic,0,0
AEJ82796,2011,H1N1,Human,pandemic-founding,1,0
ADN92782,2008,H1N1,Human,pre-pandemic,0,0
ADN92775,2006,H1N1,Human,pre-pandemic,0,0
AEK85444,2010,H1N1,Human,pandemic-founding,1,0
AEK85445,2010,H1N1,Human,pandemic-founding,1,0
ABB51962,2002,H1N1,Human,pre-pandemic,0,0
AEK85447,2010,H1N1,Human,pandemic-founding,1,0
AJK03396,2007,H1N1,Human,pre-pandemic,0,0
AEK85449,2010,H1N1,Human,pandemic-founding,1,0
AEK85450,2010,H1N1,Human,pandemic-founding,1,0
AEK85451,2010,H1N1,Human,pandemic-founding,1,0
AEK85452,2010,H1N1,Human,pandemic-founding,1,0
AEK85453,2010,H1N1,Human,pandemic-founding,1,0
AEK85456,2010,H1N1,Human,pandemic-founding,1,0
ADN92783,2008,H1N1,Human,pre-pandemic,0,0
AEK85459,2010,H1N1,Human,pandemic-founding,1,0
AEK85461,2010,H1N1,Human,pandemic-founding,1,0
AEJ82797,2011,H1N1,Human,pandemic-founding,1,0
ADN92777,2007,H1N1,Human,pre-pandemic,0,0
AJK02836,2008,H1N1,Human,pre-pandemic,0,0
AEJ82784,2010,H1N1,Human,pandemic-founding,1,0
AEJ82798,2011,H1N1,Human,pandemic-founding,1,0
AFE02958,2011,H1N1,Human,pandemic-founding,1,0
ACR15304,1999,H1N1,Human,pre-pandemic,0,0
AJK01028,2002,H1N1,Human,pre-pandemic,0,0
AFE02950,2011,H1N1,Human,pandemic-founding,1,0
ADN92776,2006,H1N1,Human,pre-pandemic,0,0
AEJ82790,2011,H1N1,Human,pandemic-founding,1,0
ADN92769,2005,H1N1,Human,pre-pandemic,0,0
AEJ82792,2011,H1N1,Human,pandemic-founding,1,0
ADN92770,2005,H1N1,Human,pre-pandemic,0,0
AEK85497,2011,H1N1,Human,pandemic-founding,1,0
ADN92784,2008,H1N1,Human,pre-pandemic,0,0
ADN92785,2008,H1N1,Human,pre-pandemic,0,0
AFE02951,2011,H1N1,Human,pandemic-founding,1,0
AEK85500,2011,H1N1,Human,pandemic-founding,1,0
AEJ82778,2009,H1N1,Human,pandemic-founding,1,0
AJK03358,2008,H1N1,Human,pre-pandemic,0,0
AJK01446,2008,H1N1,Human,pre-pandemic,0,0
AEK85426,2010,H1N1,Human,pandemic-founding,1,0
AEK85470,2011,H1N1,Human,pandemic-founding,1,0
AEK85473,2011,H1N1,Human,pandemic-founding,1,0
AFE02952,2011,H1N1,Human,pandemic-founding,1,0
AEK85477,2011,H1N1,Human,pandemic-founding,1,0
AEK85429,2010,H1N1,Human,pandemic-founding,1,0
AEK85431,2010,H1N1,Human,pandemic-founding,1,0
AEK85505,2011,H1N1,Human,pandemic-founding,1,0
AEK85432,2010,H1N1,Human,pandemic-founding,1,0
AEK85489,2011,H1N1,Human,pandemic-founding,1,0
AEK85492,2011,H1N1,Human,pandemic-founding,1,0
AEK85501,2011,H1N1,Human,pandemic-founding,1,0
AEK85502,2011,H1N1,Human,pandemic-founding,1,0
ADN92768,2006,H1N1,Human,pre-pandemic,0,0
AEK85437,2010,H1N1,Human,pandemic-founding,1,0
AEK85440,2010,H1N1,Human,pandemic-founding,1,0
AEK85460,2010,H1N1,Human,pandemic-founding,1,0
AEK85462,2010,H1N1,Human,pandemic-founding,1,0
AEK85466,2010,H1N1,Human,pandemic-founding,1,0
AEJ82791,2011,H1N1,Human,pandemic-founding,1,0
ADN92786,2008,H1N1,Human,pre-pandemic,0,0
ACR15238,2008,H1N1,Human,pre-pandemic,0,0
AEK85454,2010,H1N1,Human,pandemic-founding,1,0
AEK85379,2009,H1N1,Human,pandemic-founding,1,0
AJK01917,2007,H1N1,Human,pre-pandemic,0,0
ADF27372,2009,H1N1,Human,pandemic-founding,1,0
AEJ82777,2009,H1N1,Human,pandemic-founding,1,0
AJK02832,2007,H1N1,Human,pre-pandemic,0,0
ADF27370,2009,H1N1,Human,pandemic-founding,1,0
AEJ82779,2009,H1N1,Human,pandemic-founding,1,0
ADF27376,2009,H1N1,Human,pandemic-founding,1,0
AGU01890,2013,H1N1,Human,early-drift,2,1
AGU01878,2013,H1N1,Human,early-drift,2,1
AGU01881,2013,H1N1,Human,early-drift,2,1
AGU01882,2013,H1N1,Human,early-drift,2,1
AGU01879,2013,H1N1,Human,early-drift,2,1
AGU01883,2013,H1N1,Human,early-drift,2,1
AGU01888,2013,H1N1,Human,early-drift,2,1
AEJ82786,2010,H1N1,Human,pandemic-founding,1,0
ADN92788,2008,H1N1,Human,pre-pandemic,0,0
AEK85430,2010,H1N1,Human,pandemic-founding,1,0
AEK85467,2011,H1N1,Human,pandemic-founding,1,0
AEK85469,2011,H1N1,Human,pandemic-founding,1,0
AEK85471,2011,H1N1,Human,pandemic-founding,1,0
AEK85433,2010,H1N1,Human,pandemic-founding,1,0
AEK85474,2011,H1N1,Human,pandemic-founding,1,0
AEK85476,2011,H1N1,Human,pandemic-founding,1,0
AEK85435,2010,H1N1,Human,pandemic-founding,1,0
AEK85436,2010,H1N1,Human,pandemic-founding,1,0
AEK85438,2010,H1N1,Human,pandemic-founding,1,0
AEK85443,2010,H1N1,Human,pandemic-founding,1,0
AEK85458,2010,H1N1,Human,pandemic-founding,1,0
AEK85488,2011,H1N1,Human,pandemic-founding,1,0
AEK85491,2011,H1N1,Human,pandemic-founding,1,0
AEK85398,2009,H1N1,Human,pandemic-founding,1,0
AEK85493,2011,H1N1,Human,pandemic-founding,1,0
AEK85494,2011,H1N1,Human,pandemic-founding,1,0
AEK85496,2011,H1N1,Human,pandemic-founding,1,0
AEK85503,2011,H1N1,Human,pandemic-founding,1,0
ADN92789,2008,H1N1,Human,pre-pandemic,0,0
AEJ82772,2009,H1N1,Human,pandemic-founding,1,0
AGU01885,2013,H1N1,Human,early-drift,2,1
AEK85413,2009,H1N1,Human,pandemic-founding,1,0
AEK85374,2009,H1N1,Human,pandemic-founding,1,0
AEK85416,2009,H1N1,Human,pandemic-founding,1,0
AEK85418,2009,H1N1,Human,pandemic-founding,1,0
AEK85419,2009,H1N1,Human,pandemic-founding,1,0
AEK85422,2009,H1N1,Human,pandemic-founding,1,0
AEK85383,2009,H1N1,Human,pandemic-founding,1,0
AEK85384,2009,H1N1,Human,pandemic-founding,1,0
AEK85387,2009,H1N1,Human,pandemic-founding,1,0
AEK85389,2009,H1N1,Human,pandemic-founding,1,0
AEK85399,2009,H1N1,Human,pandemic-founding,1,0
AEK85401,2009,H1N1,Human,pandemic-founding,1,0
AEK85402,2009,H1N1,Human,pandemic-founding,1,0
AEK85409,2009,H1N1,Human,pandemic-founding,1,0
AEK85410,2009,H1N1,Human,pandemic-founding,1,0
AEK85411,2009,H1N1,Human,pandemic-founding,1,0
ADG76645,2008,H1N1,Human,pre-pandemic,0,0
ADG76644,2006,H1N1,Human,pre-pandemic,0,0
AFE18690,2010,H1N1,Human,pandemic-founding,1,0
AFE18691,2010,H1N1,Human,pandemic-founding,1,0
AFE18687,2009,H1N1,Human,pandemic-founding,1,0
AFE18689,2009,H1N1,Human,pandemic-founding,1,0
ACY77863,2009,H1N1,Human,pandemic-founding,1,0
ACU29999,2009,H1N1,Human,pandemic-founding,1,0
ACU30009,2009,H1N1,Human,pandemic-founding,1,0
AER39762,2009,H1N1,Human,pandemic-founding,1,0
ADG42533,2009,H1N1,Human,pandemic-founding,1,0
ADG42553,2010,H1N1,Human,pandemic-founding,1,0
ADM31858,2010,H1N1,Human,pandemic-founding,1,0
ADM86399,2010,H1N1,Human,pandemic-founding,1,0
AHA38580,2013,H1N1,Human,early-drift,2,1
ADG59683,2009,H1N1,Human,pandemic-founding,1,0
ADG59658,2009,H1N1,Human,pandemic-founding,1,0
ADB89149,2009,H1N1,Human,pandemic-founding,1,0
AEX34757,2006,H1N1,Human,pre-pandemic,0,0
AEX34768,2006,H1N1,Human,pre-pandemic,0,0
ADG23238,2006,H1N1,Human,pre-pandemic,0,0
ADO79917,2010,H1N1,Human,pandemic-founding,1,0
ADG23236,2005,H1N1,Human,pre-pandemic,0,0
ADG23240,2009,H1N1,Human,pandemic-founding,1,0
ADG23241,2009,H1N1,Human,pandemic-founding,1,0
AGJ73380,2013,H1N1,Human,early-drift,2,1
ADG23242,2009,H1N1,Human,pandemic-founding,1,0
AHJ57434,2013,H1N1,Human,early-drift,2,1
AGJ73343,2011,H1N1,Human,pandemic-founding,1,0
AGJ73329,2011,H1N1,Human,pandemic-founding,1,0
AGJ73345,2011,H1N1,Human,pandemic-founding,1,0
ADG23244,2008,H1N1,Human,pre-pandemic,0,0
AHJ57431,2013,H1N1,Human,early-drift,2,1
AHJ57430,2013,H1N1,Human,early-drift,2,1
AHJ57435,2013,H1N1,Human,early-drift,2,1
AGJ73355,2011,H1N1,Human,pandemic-founding,1,0
AHJ57432,2013,H1N1,Human,early-drift,2,1
AGJ73369,2010,H1N1,Human,pandemic-founding,1,0
APO40377,2015,H1N1,Human,immune-escape,3,1
ADG23216,2007,H1N1,Human,pre-pandemic,0,0
APO40367,2014,H1N1,Human,early-drift,2,1
APO40370,2014,H1N1,Human,early-drift,2,1
APO40374,2014,H1N1,Human,early-drift,2,1
AGJ73375,2012,H1N1,Human,early-drift,2,1
APO40376,2015,H1N1,Human,immune-escape,3,1
AQY18908,2015,H1N1,Human,immune-escape,3,1
AIM39589,2014,H1N1,Human,early-drift,2,1
ABW23292,2007,H1N1,Human,pre-pandemic,0,0
AGI53952,2010,H1N1,Human,pandemic-founding,1,0
AGK72692,2011,H1N1,Human,pandemic-founding,1,0
ACU44368,2009,H1N1,Human,pandemic-founding,1,0
ANM91503,2016,H1N1,Human,immune-escape,3,1
ANM91525,2016,H1N1,Human,immune-escape,3,1
AGV29187,2012,H1N1,Human,early-drift,2,1
ACR24929,2009,H1N1,Human,pandemic-founding,1,0
AGI52981,2009,H1N1,Human,pandemic-founding,1,0
AGI55320,2009,H1N1,Human,pandemic-founding,1,0
AGI53044,2009,H1N1,Human,pandemic-founding,1,0
ANM93120,2016,H1N1,Human,immune-escape,3,1
ARQ85086,2017,H1N1,Human,immune-escape,3,1
AGI54182,2009,H1N1,Human,pandemic-founding,1,0
ANE27145,2015,H1N1,Human,immune-escape,3,1
ANM90040,2015,H1N1,Human,immune-escape,3,1
AHL80718,2010,H1N1,Human,pandemic-founding,1,0
AHL80729,2010,H1N1,Human,pandemic-founding,1,0
AHL80740,2010,H1N1,Human,pandemic-founding,1,0
AHL80751,2010,H1N1,Human,pandemic-founding,1,0
AHL80762,2010,H1N1,Human,pandemic-founding,1,0
AHL80806,2010,H1N1,Human,pandemic-founding,1,0
AHL80839,2010,H1N1,Human,pandemic-founding,1,0
AHL80850,2010,H1N1,Human,pandemic-founding,1,0
AHL80935,2010,H1N1,Human,pandemic-founding,1,0
AHL81224,2011,H1N1,Human,pandemic-founding,1,0
AHL81364,2011,H1N1,Human,pandemic-founding,1,0
AHL81375,2011,H1N1,Human,pandemic-founding,1,0
ABX58558,2007,H1N1,Human,pre-pandemic,0,0
ABX58514,2007,H1N1,Human,pre-pandemic,0,0
ACN42992,2007,H1N1,Human,pre-pandemic,0,0
AJK01163,2007,H1N1,Human,pre-pandemic,0,0
ABW71448,2007,H1N1,Human,pre-pandemic,0,0
ABX58415,2007,H1N1,Human,pre-pandemic,0,0
ABW91328,2007,H1N1,Human,pre-pandemic,0,0
ABX58569,2007,H1N1,Human,pre-pandemic,0,0
ABX58536,2007,H1N1,Human,pre-pandemic,0,0
ADG42603,2009,H1N1,Human,pandemic-founding,1,0
ADM13021,2009,H1N1,Human,pandemic-founding,1,0
AGI53668,2010,H1N1,Human,pandemic-founding,1,0
AGI52588,2010,H1N1,Human,pandemic-founding,1,0
ANE29262,2016,H1N1,Human,immune-escape,3,1
ANM90282,2016,H1N1,Human,immune-escape,3,1
ACU13094,2009,H1N1,Human,pandemic-founding,1,0
AGV29107,2013,H1N1,Human,early-drift,2,1
AIM39704,2014,H1N1,Human,early-drift,2,1
AJK02231,2008,H1N1,Human,pre-pandemic,0,0
AGK72394,2011,H1N1,Human,pandemic-founding,1,0
AGV28823,2013,H1N1,Human,early-drift,2,1
AKT08165,2014,H1N1,Human,early-drift,2,1
AOT92964,2016,H1N1,Human,immune-escape,3,1
ANM94572,2016,H1N1,Human,immune-escape,3,1
AOT87932,2016,H1N1,Human,immune-escape,3,1
ANM95133,2016,H1N1,Human,immune-escape,3,1
ACK76362,2008,H1N1,Human,pre-pandemic,0,0
ACQ83310,2009,H1N1,Human,pandemic-founding,1,0
AGV29097,2013,H1N1,Human,early-drift,2,1
AOT93426,2016,H1N1,Human,immune-escape,3,1
AIM39988,2014,H1N1,Human,early-drift,2,1
AGL04989,2012,H1N1,Human,early-drift,2,1
ANM91338,2016,H1N1,Human,immune-escape,3,1
AQS98345,2017,H1N1,Human,immune-escape,3,1
ALG00494,2013,H1N1,Human,early-drift,2,1
ABO44123,1986,H1N1,Human,pre-pandemic,0,0
ACU13096,2009,H1N1,Human,pandemic-founding,1,0
ANM88280,2016,H1N1,Human,immune-escape,3,1
AQW36216,2017,H1N1,Human,immune-escape,3,1
ACU43770,2008,H1N1,Human,pre-pandemic,0,0
AGL05056,2012,H1N1,Human,early-drift,2,1
AHE37976,2013,H1N1,Human,early-drift,2,1
AHE38025,2013,H1N1,Human,early-drift,2,1
ACU43765,2008,H1N1,Human,pre-pandemic,0,0
AHG96343,2013,H1N1,Human,early-drift,2,1
AHG96355,2013,H1N1,Human,early-drift,2,1
AHV83811,2013,H1N1,Human,early-drift,2,1
AGQ47823,1991,H1N1,Human,pre-pandemic,0,0
AAP34322,1991,H1N1,Human,pre-pandemic,0,0
ABD60955,1991,H1N1,Human,pre-pandemic,0,0
ABF21276,1991,H1N1,Human,pre-pandemic,0,0
AGL04779,2012,H1N1,Human,early-drift,2,1
AHV83905,2013,H1N1,Human,early-drift,2,1
AHV83908,2014,H1N1,Human,early-drift,2,1
AHV83910,2014,H1N1,Human,early-drift,2,1
AHV83914,2014,H1N1,Human,early-drift,2,1
AHV83918,2013,H1N1,Human,early-drift,2,1
AHV83930,2013,H1N1,Human,early-drift,2,1
AIM39868,2013,H1N1,Human,early-drift,2,1
ACZ17428,2009,H1N1,Human,pandemic-founding,1,0
ACZ98308,2009,H1N1,Human,pandemic-founding,1,0
ACZ98298,2009,H1N1,Human,pandemic-founding,1,0
AQY14950,2017,H1N1,Human,immune-escape,3,1
ACZ95907,2009,H1N1,Human,pandemic-founding,1,0
ACZ96339,2009,H1N1,Human,pandemic-founding,1,0
ACZ98318,2009,H1N1,Human,pandemic-founding,1,0
ACZ96219,2009,H1N1,Human,pandemic-founding,1,0
ACZ96476,2009,H1N1,Human,pandemic-founding,1,0
ACZ96536,2009,H1N1,Human,pandemic-founding,1,0
ACZ96579,2009,H1N1,Human,pandemic-founding,1,0
ACZ96129,2009,H1N1,Human,pandemic-founding,1,0
ACZ96139,2009,H1N1,Human,pandemic-founding,1,0
ACZ96359,2009,H1N1,Human,pandemic-founding,1,0
ACZ17498,2009,H1N1,Human,pandemic-founding,1,0
ACZ96047,2009,H1N1,Human,pandemic-founding,1,0
ACZ95987,2009,H1N1,Human,pandemic-founding,1,0
ACZ96069,2009,H1N1,Human,pandemic-founding,1,0
ACZ96435,2009,H1N1,Human,pandemic-founding,1,0
ANM89567,2016,H1N1,Human,immune-escape,3,1
ADD98198,2009,H1N1,Human,pandemic-founding,1,0
ADE29001,2009,H1N1,Human,pandemic-founding,1,0
ADE29021,2009,H1N1,Human,pandemic-founding,1,0
ADF27389,2009,H1N1,Human,pandemic-founding,1,0
ADF27399,2009,H1N1,Human,pandemic-founding,1,0
ADF27429,2009,H1N1,Human,pandemic-founding,1,0
ADF27449,2009,H1N1,Human,pandemic-founding,1,0
ADF27479,2009,H1N1,Human,pandemic-founding,1,0
AGL04595,2012,H1N1,Human,early-drift,2,1
AGI55479,2009,H1N1,Human,pandemic-founding,1,0
APF46433,2016,H1N1,Human,immune-escape,3,1
ANM92152,2016,H1N1,Human,immune-escape,3,1
APR73870,2016,H1N1,Human,immune-escape,3,1
AGI54360,2009,H1N1,Human,pandemic-founding,1,0
AGI55447,2009,H1N1,Human,pandemic-founding,1,0
AGI54961,2009,H1N1,Human,pandemic-founding,1,0
AGI53870,2009,H1N1,Human,pandemic-founding,1,0
ARH17080,2017,H1N1,Human,immune-escape,3,1
ANM91613,2016,H1N1,Human,immune-escape,3,1
AGI52629,2009,H1N1,Human,pandemic-founding,1,0
ACA33732,2007,H1N1,Human,pre-pandemic,0,0
AGI54586,2009,H1N1,Human,pandemic-founding,1,0
ACA33789,2007,H1N1,Human,pre-pandemic,0,0
AGI55334,2009,H1N1,Human,pandemic-founding,1,0
AGI55258,2009,H1N1,Human,pandemic-founding,1,0
AGZ61731,2009,H1N1,Human,pandemic-founding,1,0
AGZ61729,2009,H1N1,Human,pandemic-founding,1,0
ANM91712,2016,H1N1,Human,immune-escape,3,1
AGZ61736,2009,H1N1,Human,pandemic-founding,1,0
AOT92810,2016,H1N1,Human,immune-escape,3,1
AGG13951,2012,H1N1,Human,early-drift,2,1
ADF42689,2009,H1N1,Human,pandemic-founding,1,0
ADF42699,2009,H1N1,Human,pandemic-founding,1,0
ADF27569,2009,H1N1,Human,pandemic-founding,1,0
ADF27599,2009,H1N1,Human,pandemic-founding,1,0
ADF27639,2009,H1N1,Human,pandemic-founding,1,0
ADF27709,2009,H1N1,Human,pandemic-founding,1,0
ADF27795,2009,H1N1,Human,pandemic-founding,1,0
ADF27815,2009,H1N1,Human,pandemic-founding,1,0
ADF27825,2009,H1N1,Human,pandemic-founding,1,0
ADF27835,2009,H1N1,Human,pandemic-founding,1,0
ADF27905,2010,H1N1,Human,pandemic-founding,1,0
ADF27925,2010,H1N1,Human,pandemic-founding,1,0
ADF27935,2010,H1N1,Human,pandemic-founding,1,0
ADF27955,2010,H1N1,Human,pandemic-founding,1,0
ADF27965,2010,H1N1,Human,pandemic-founding,1,0
ADF27995,2010,H1N1,Human,pandemic-founding,1,0
ANW83155,2016,H1N1,Human,immune-escape,3,1
ABY51061,2007,H1N1,Human,pre-pandemic,0,0
ABW91361,2007,H1N1,Human,pre-pandemic,0,0
ABY51050,2007,H1N1,Human,pre-pandemic,0,0
ABY51072,2007,H1N1,Human,pre-pandemic,0,0
ABV82551,2007,H1N1,Human,pre-pandemic,0,0
ABW39883,2007,H1N1,Human,pre-pandemic,0,0
ACN32793,2007,H1N1,Human,pre-pandemic,0,0
ABV29612,2007,H1N1,Human,pre-pandemic,0,0
ABV30041,2007,H1N1,Human,pre-pandemic,0,0
ABW36212,2007,H1N1,Human,pre-pandemic,0,0
ABW40092,2007,H1N1,Human,pre-pandemic,0,0
AET84163,2009,H1N1,Human,pandemic-founding,1,0
AET84196,2009,H1N1,Human,pandemic-founding,1,0
AET84218,2009,H1N1,Human,pandemic-founding,1,0
ADG21915,2009,H1N1,Human,pandemic-founding,1,0
AJK01533,2008,H1N1,Human,pre-pandemic,0,0
AOG29974,2010,H1N1,Human,pandemic-founding,1,0
AOG29977,2010,H1N1,Human,pandemic-founding,1,0
AOG29964,2010,H1N1,Human,pandemic-founding,1,0
ABK57093,2005,H1N1,Human,pre-pandemic,0,0
BAI44852,2008,H1N1,Human,pre-pandemic,0,0
AOG29972,2010,H1N1,Human,pandemic-founding,1,0
AOG29961,2010,H1N1,Human,pandemic-founding,1,0
AJK02140,2008,H1N1,Human,pre-pandemic,0,0
AJK02885,2008,H1N1,Human,pre-pandemic,0,0
BAI44853,2008,H1N1,Human,pre-pandemic,0,0
